	date	start_time	title	url	description
343	2012-05-23	2012-05-23 19:00:00	Meshuggah @ Terminal 5	822011607869431	meshuggah meshuggah live wednesday may 23rd sale fri noon for visit wwwterminal5nyccom
344	2013-06-21	2013-06-21 04:30:00	Rancid at Terminal 5	179260855558147	rancid ticketf ly rancid with transplant special guest sale saturday april 10am advance day
345	2011-10-21	2011-10-21 18:00:00	Never Shout Never @ Terminal 5	948982338467723	never shout never never shout never come live to special guest to moon friday oct 21st advance by box office online day purchased online include copy never shout never new digital album time for visit wwwterminal5nyccom
346	2013-05-03	2013-05-03 20:00:00	Foals at Terminal 5	839924629377483	foal ticketf ly foal with special guest blood are sale now so them while you can
347	2016-10-01	2016-10-01 20:00:00	Blood Orange	1774849732729503	blood orange blood orange
348	2013-10-23	2013-10-23 19:00:00	Toro Y Moi at Terminal 5	1378621295693562	toro moi toro moi tbp im tbp im who toro moi wednesday october 23rd 7pm 8pm where st ave
349	2012-10-04	2012-10-04 20:00:00	Alabama Shakes at Terminal 5	850841121654841	alabama shake alabama shake
350	2015-09-20	2015-09-20 19:00:00	Eli Young Band at Terminal 5 on 9/20	963511600355925	eli young band eli young band tbp im who eli young band sun september where st new york ny
351	2013-12-13	2013-12-13 19:00:00	Trombone Shorty & Orleans Avenue at Terminal 5	558968104178050	trombone shorty orleans avenue trombone shorty orleans avenue dynamite feat charles walker tbp im tbp im who trombone shorty orleans avenue fri december where st ave
352	2014-03-20	2014-03-20 19:00:00	Drive-By Truckers at Terminal 5	753009288044270	driveby trucker driveby trucker tbp im tbp im who driveby trucker thu march where ave
353	2017-01-15	2017-01-15 18:00:00	ONE OK ROCK	1688434531470043	one ok rock one ok rock sun january new york ny adv do vip sale fri 12pm et
354	2017-09-06	2017-09-06 19:00:00	2 Chainz	437708089931203	chainz chainz young pretty girl like trap music tour wednesday september 00pm
355	2016-03-25	2016-03-25 19:00:00	Carly Rae Jepsen	720437144767659	carly rae jepsen carly rae jepsen
356	2011-07-14	2011-07-14 19:00:00	Gomez @ Terminal 5	893429330680028	gomez gomez is performing live thursday july 14th will open general admission day for visit wwwbowerypresentscom now their studio album british quintet gomez is for their american indie rock band made name for right out mercury music prize in for their debut album bring it since gomez style ha folk blue while their they re no stranger to producing lp their latest album new with band member in different they devised way to online in to new track whatever your mind is out now wwwbowerypresentscom whatever your mind place people acoustic guitar with riff while option will take you there from antibalas horn magazine option is an tune with bright brass hammond while like with band magazine like with better drug these have been head heart since com
357	2012-10-25	2012-10-25 21:00:00	The Weeknd at Terminal 5	691750740947909	weeknd weeknd
358	2011-10-12	2011-10-12 19:00:00	Iron & Wine @ Terminal 5	767341393364688	iron wine iron wine come live to october 12th 13th opening will be low low anthem general admission day for visit wwwterminal5nyccom
359	2015-04-08	2015-04-08 19:00:00	Chet Faker w/ XXYYXX at Terminal 5 on 4/8 (SOLD OUT)	1590060961207346	chet faker xxyyxx sold out chet faker xxyyxx sold out bit ly who chet faker xxyyxx wed april where st new york ny
360	2013-05-08	2013-05-08 05:00:00	James Blake at Terminal 5	360720310700301	james blake ticketf ly james blake with faltydl sale now
361	2012-11-28	2012-11-28 20:00:00	The Gaslight Anthem at Terminal 5 (2 SHOWS)	916110125106176	gaslight anthem ticketf ly gaslight anthem
362	2014-11-19	2014-11-19 20:00:00	St. Lucia at Terminal 5 on 11/19	576204239151980	st lucia st lucia bit ly bit ly who st lucia wed november where st ave
363	2012-11-24	2012-11-24 20:00:00	Taking Back Sunday performing Tell All Your Friends in its entirety at T...	888727391173237	taking back sunday performing tell your friend in it entirety ticketf ly taking back sunday performing tell your friend in it entirety
364	2015-05-01	2015-05-01 19:00:00	Toro Y Moi at Terminal 5 on 5/1	496672493808547	toro moi toro moi bit ly who toro moi vinyl williams fri may where st new york ny
365	2017-04-09	2017-04-09 19:00:00	Gucci Mane	1864379223842546	gucci mane gucci mane sun april new york ny 00pm
366	2015-04-11	2015-04-11 19:00:00	OK Go at Terminal 5 on 4/11	388794614578459	ok go ok go bit ly who ok go sat april where st new york ny
367	2017-08-21	2017-08-21 19:00:00	Midnight Oil The Great Circle 2017 - Terminal 5, New York	212373565947899	midnight oil great new york midnight oil in new york ny is sale now special guest living end visit date venue ticketing to midnight oil via
368	2016-04-16	2016-04-16 20:00:00	Ween	1663399987262002	ween ween
369	2013-03-13	2013-03-13 19:30:00	Dropkick Murphys at Terminal 5	450978575058688	dropkick murphy dropkick murphy
370	2016-03-11	2016-03-11 20:00:00	Big Gigantic - Two Day Pass (3/11/16 + 3/12/16)	1507701282867758	big gigantic two day pas big gigantic two day pas
371	2016-11-01	2016-11-01 20:00:00	Daughter	1066064446797635	daughter daughter
372	2013-02-11	2013-02-11 20:00:00	Ben Howard at Terminal 5	836728616420637	ben howard ticketf ly 116lmgw ben howard british singersongwriter ben howard island is out itunes in top itunes in new music is also available a limited edition vinyl from uk see video for track here wwwyoutubecom with calling howard music folk musician to in from his year which includes mercury prize album year with david live his debut album every now in with new york time hailing howard from his word melody a they go his voice a their guy acoustic guitar work ny news record a fired by guitar while philadelphia described it a by february 8pm rescheduled from st eleventh avenue are sale friday november 30th noon advance day
373	2013-02-19	2013-02-19 20:00:00	Tame Impala at Terminal 5	609023312567125	tame impala ticketf ly tame impala february 8pm st eleventh avenue are sale friday november 30th noon
374	2015-12-09	2015-12-09 19:00:00	The Arcs	938860659484907	arc arc
375	2014-03-26	2014-03-26 18:30:00	GROUPLOVE at Terminal 5 on 3/26	1439759626256696	grouplove grouplove m mr alex tbp im tbp im who grouplove wed march where
376	2016-01-24	2016-01-24 19:00:00	G-Eazy - When It's Dark Out	138594673165757	geazy it dark out geazy it dark out
377	2013-10-06	2013-10-06 16:00:00	DiGiTour 2013 at Terminal 5	216953968469712	digitour digitour hosted by tbp im tbp im ra who digitour sunday october where st ave
378	2014-12-10	2014-12-10 19:00:00	Trombone Shorty & Orleans Avenue at Terminal 5 12/10	896537177045606	trombone shorty orleans avenue trombone shorty andrew orleans avenue soul rebel bit ly who trombone shorty orleans avenue wed december where st new york ny
379	2016-02-06	2016-02-06 19:00:00	LOTUS	414332612089716	lotus lotus
380	2014-03-29	2014-03-29 19:00:00	Switchfoot at Terminal 5	1444286799133990	switchfoot switchfoot royal tbp im tbp im who switchfoot sat march where
381	2014-02-22	2014-02-22 20:00:00	Four Tet at Terminal 5	1426612130909135	four tet four tet live dj set tbp im tbp im who four tet sat february where st ave
382	2012-06-22	2012-06-22 19:00:00	The Hives @ Terminal 5	818583321560601	for visit wwwterminal5nyccom
383	2016-11-17	2016-11-17 19:00:00	Seven Lions	276026582758055	over gov issued id price include for charity with
384	2012-11-16	2012-11-16 20:00:00	Eli Young Band at Terminal 5	705705266222274	eli young band ticketf ly eli young band featuring
385	2013-03-02	2013-03-02 19:00:00	Pat Green at Terminal 5	687112754768282	pat green ticketf ly annual salute to texas independence day pat green with special guest randy rogers band casey donahew band stoney larue saturday march 7pm any patron wearing an article clothing with logo from texas college or will receive one free drink st eleventh avenue are sale friday november 30th noon advance day
386	2014-08-04	2014-08-04 18:30:00	The Offspring, Bad Religion, Pennywise and The Vandals at Terminal 5 on 8/4	652439214835460	offspring bad religion pennywise vandal punk rock summer national featuring offspring bad religion pennywise vandal tbp im who offspring bad religon pennywise vandal mon august where st
387	2013-09-21	2013-09-21 02:00:00	Walk The Moon at Terminal 5	110924982445354	walk moon ticketf ly walk moon
388	2014-11-14	2014-11-14 19:00:00	Lake Street Dive	909150212509939	lake street dive lake street dive
389	2012-04-04	2012-04-04 19:00:00	The Naked and Famous @ Terminal 5	822466731173298	naked famous naked famous performing live wednesday april 4th sale fri noon for visit wwwterminal5nyccom
390	2016-12-01	2016-12-01 19:00:00	Kip Moore with special guest Jon Pardi	1743414799271633	with special guest jon pardi with jon pardi runaway june
391	2016-11-23	2016-11-23 19:00:00	Jon Bellion The Human Condition Tour Part II  SOLD OUT	1170670446309117	jon bellion human condition tour part ii sold out with travis
392	2015-02-21	2015-02-21 19:00:00	JJ Grey & Mofro Terminal 5 on 2/21	406580522834810	jj grey mofro jj grey mofro bit ly who jj grey mofro sat february where st new york ny
393	2012-01-20	2012-01-20 20:00:00	ANOMALY @ Terminal 5	817106081716717	anomaly anomaly featuring zed dead porter robinson code sale fri noon early bird sold out limited advance sold out advance this is for visit wwwterminal5nyccom
394	2011-02-25	2011-02-25 19:00:00	Pat Green @ Terminal 5	992960797388749	pat green pat green is coming back to to 3rd annual salute to texas independence day also performing jack wade bowen casey donahew an 00pm 00pm advance day available additional patron wearing an article clothing with logo from texas college it will receive one complimentary drink for man whose new album begin with powerful song our father pat green ha his own in way that few artist today can with artistic popular success he ha experienced along way what for is sound pat green a major american singersongwriter who ha to make his own way in country music beyond to memorable from man biggest hit to date wave wave new face have come along but few have ever made such both a recording artist a pat green
395	2014-12-04	2014-12-04 19:00:00	The 1975 at Terminal 5 on 12/04	705333632861299	this is bit ly who thursday december where ave
396	2012-05-12	2012-05-12 20:00:00	Neon Indian @ Terminal 5	986324678047507	neon indian neon indian live saturday may 12th sale fri noon advance day for visit wwwterminal5nyccom
397	2011-11-29	2011-11-29 19:00:00	Enrique Bunbury	884394758271148	enrique bunbury enrique bunbury are coming live to t5 tuesday november 29th sale noon general day for visit wwwterminal5nyccom
398	2013-10-18	2013-10-18 19:00:00	The Dismemberment Plan at Terminal 5	433364733434183	dismemberment plan dismemberment plan wild tbp im tbp im who dismemberment plan friday october 18th 7pm 8pm where st ave
399	2014-05-11	2014-05-11 19:00:00	Haim at Terminal 5 on 5/11	1473605646189942	haim haim music tbp im who haim sat may where st ave
400	2016-03-26	2016-03-26 19:00:00	Galactic	755938387872835	galactic galactic
401	2013-06-23	2013-06-23 05:00:00	Dawes at Terminal 5	564552656898762	dawes ticketf ly dawes with special guest are available for purchase now
402	2015-12-30	2015-12-30 19:00:00	Gogol Bordello	1527051087609009	gogol bordello gogol bordello
403	2016-04-02	2016-04-02 19:00:00	2016 Teen Top US Live Tour	1033293163383907	teen top u live tour teen top u live tour
404	2016-05-25	2016-05-25 19:00:00	BRNS	884376498348915	brns brns
405	2016-09-30	2016-09-30 20:00:00	Bob Moses	597895547048229	with no play live
406	2015-01-28	2015-01-28 19:00:00	London Grammar at Terminal 5 on 1/28 (moved from 1/27)	1486157358328805	london grammar moved from london grammar moved from bit ly who london grammar tue january where st new york ny
407	2011-12-09	2011-12-09 19:00:00	Beady Eye @ Terminal 5	1095032467179249	beady eye beady eye is coming to december 9th black box advance day for to buy visit wwwterminal5nyccom music it about music we could have sat home after split but what would have been that we had couple week off we were back in studio were musician it what we do it how we thats bell one two guitarist in beady eye why band had to happen we love music gallagher beady eye lead weve these song we go in we do them were fired up not because we wed everyone it could happen without you know who gallagher were fired up because were doing music with lineup second guitarist gem drummer chris sharrock with producer steve la morrissey also in beady eye london studio back in june over week down what gem call best thing ever been in result are nothing thirteen song that are loud it raw one classic pop from jerry lee lewis stone bring light to wonder for anyone to to four word it sound like debut record by band just out with for music having made record for two or a chris sharrock say thats exactly what it is fan can here for beady eye just video for beat go that wa their performance festival wwwterminal5nyccom
408	2017-10-27	2017-10-27 19:00:00	Parov Stelar in New York, NY, USA w/ GoldFish	439238449772154	parov stelar in new york ny usa goldfish sale friday june 16th 10am local time brand new parov stelar tour will take band back to u canada experience will include song from new album burning a well a many parov stelar classic with support by goldfish
409	2017-06-07	2017-06-07 19:00:00	Portugal. The Man	388767954818982	portugal man 2nd added by overwhelming demand portugal man wednesday june 00pm sale friday march 00am
410	2011-11-01	2011-11-01 18:00:00	Evanescence w/ The Pretty Reckless @ Terminal 5	853310114742484	evanescence pretty reckless evanescence pretty reckless are coming live to t5 tuesday november 1st sale now advance day for visit wwwterminal5nyccom
411	2012-03-08	2012-03-08 19:00:00	Kaiser Chiefs @ Terminal 5	926642557398859	kaiser chief kaiser chief walk moon live thursday march 8th sale now for visit wwwterminal5nyccom
412	2013-12-30	2013-12-30 19:00:00	Gogol Bordello  at Terminal 5	547420468677217	gogol bordello gogo bordello man man tbp im tbp im who gogo bordello mon december where st ave
413	2014-11-07	2014-11-07 19:00:00	Kodaline at Terminal 5	242690309272314	kodaline kodaline bird tbp im who kodaline fri november where st
414	2017-03-17	2017-03-17 20:00:00	Axwell  Ingrosso - Terminal 5 NYC	258814191207363	axwell ingrosso nyc sale 10am wednesday sold out venue change axwell ingrosso march line up blue sg lewis march line up sg lewis with id light life general wearelightlife com vip wearelightlife com facebook instagram twitter wearelightlife
415	2015-12-30	2015-12-30 19:00:00	Gogol Bordello Two Day Pass (12/30 & 1231)	1658418747776445	gogol bordello two day pas gogol bordello two day pas
416	2012-07-17	2012-07-17 19:00:00	Best Coast @ Terminal 5	847278881986125	best coast best coast those live thursday march 8th sale fri noon for visit wwwterminal5nyccom
417	2011-09-23	2011-09-23 19:00:00	Kyuss Lives! @ Terminal 5	908736922523447	kyuss life don miss performance kyuss life live with sword this sept 23rd webster hall general admission day for visit wwwterminal5nyccom
418	2015-07-21	2015-07-21 19:00:00	Todd Terje and The Olsens at Terminal 5 on 7/21	1402068340099204	todd terje olsens todd terje olsens bit ly who todd terje olsens fri march where st new york ny
419	2012-03-31	2012-03-31 20:00:00	ANOMALY @ Terminal 5	886565721410018	anomaly anomaly featuring martin saturday march 31st sale fri noon this is for visit wwwterminal5nyccom
420	2012-03-18	2012-03-18 19:00:00	The Head and the Heart @ Terminal 5	1042455909102153	head heart head heart drew live sunday march 18th 7pm 8pm advance day sale fri noon wwwterminal5nyccom
421	2015-11-28	2015-11-28 19:00:00	Miley Cyrus & Her Dead Petz	924365554307689	miley cyrus her dead petz miley cyrus her dead petz
422	2014-02-07	2014-02-07 19:00:00	Lord Huron at Terminal 5	403351963132915	lord huron lord huron night bed tbp im tbp im who lord huron fri february where st ave lord huron is musical journey their first ep wa recorded ben home to week shore lake huron their record live are odyssey that you to shore great lake where it
423	2013-10-05	2013-10-05 19:00:00	Daughter at Terminal 5	169400873232728	daughter daughter described by magazine a daughter is to leave you with beautiful song tbp im 1cntx0j tbp im tbp im 1cntx0j who daughter saturday october 5th 7pm 8pm where st ave
424	2016-04-14	2016-04-14 20:00:00	Ween	1011311395582038	ween ween
425	2013-10-02	2013-10-02 19:00:00	The Flaming Lips / Tame Impala at Terminal 5	517167531695669	flaming lip tame impala flaming lip tame impala 7pm 8pm this is available here tbp im
426	2017-04-19	2017-04-19 19:00:00	Moderat	753576401465314	moderat moderat wednesday april 00pm sale friday jan noon
427	2012-06-05	2012-06-05 19:30:00	The Temper Trap @ Terminal 5	914802835237138	temper trap temper trap come live to tuesday june 5th wwwterminal5nyccom
428	2013-01-21	2013-01-21 20:00:00	Ellie Goulding at Terminal 5	944352408920279	ellie goulding ticketf ly ellie goulding st eleventh avenue is cross between singersongwriter is another kate nash british matthew ellie goulding is singersongwriter who ha been performing for about year is quite not just here but in one american musician ha already her song in way her voice is like version thorn that you can imagine goulding a well with modern a thorn with in uk are sale friday october 26th noon
429	2011-12-30	2011-12-30 19:00:00	New Years with Gogol Bordello @ Terminal 5	913630132011494	new year with gogol bordello celebrate new year with gogol bordello friday december 30th saturday december 31st sale noon advance day pas for visit wwwterminal5nyccom
430	2017-04-20	2017-04-20 19:00:00	Caf Tacvba w/ Buscabulla	1657673787858915	caf tacvba buscabulla caf tacvba buscabulla thu april new york ny advance day this is go sale friday 12pm et
431	2012-10-21	2012-10-21 20:00:00	The Darkness at Terminal 5	877533422312154	darkness ticketf ly darkness support for darkness will be dirty will be
432	2011-11-25	2011-11-25 19:00:00	moe. w/ Ivan Neville's Dumpstaphunk @ Terminal 5	784975821598758	moe ivan neville dumpstaphunk moe ivan neville dumpstaphunk live friday november 25th sale now advance day for visit wwwterminal5nyccom for november 26th moe wwwterminal5nyccomwwwterminal5nyccom
433	2012-09-13	2012-09-13 20:00:00	Pistol Annies at Terminal 5	822359644524112	pistol annies pistol annies
434	2016-10-10	2016-10-10 19:00:00	Christine and the Queens	1823536777876282	with
435	2016-03-23	2016-03-23 19:00:00	MUTEMATH at Terminal 5 [TONIGHT]	177823305916345	mutemath tonight mutemath
436	2015-04-19	2015-04-19 19:30:00	Joey Bada$$ at Terminal 5 on 4/19	610545999081123	joey bada club 2nd annual featuring joey badass domo genesis lil herb trademark da skydiver young roddy jstash frais hosted by shiest bubz tbp im who joey badass domo genesis lil herb trademark da skydiver young roddy jstash frais hosted by shiest bubz sun april where st new york ny
437	2016-11-18	2016-11-18 20:00:00	Marshmello	1619005541724005	marshmello marshmello over gov issued id go sale friday noon
438	2012-09-21	2012-09-21 20:00:00	Ed Sheeran at Terminal 5	963990403643064	ed sheeran ed sheeran
439	2016-11-02	2016-11-02 19:00:00	Animal Collective	1650307028564023	animal collective animal collective
440	2011-11-11	2011-11-11 19:00:00	Trombone Shorty & Orleans Avenue @ Terminal 5	697341177042545	trombone shorty orleans avenue for true tour trombone shorty orleans avenue come live to friday november 11th sale now advance day for visit wwwterminal5nyccom
441	2014-10-08	2014-10-08 20:00:00	Florida Georgia Line at Terminal 5	1519459864957415	florida georgia line florida georgia line this is this is concert exclusively for american member bit ly who florida georgia line wednesday october where st ave
442	2015-02-28	2015-02-28 19:00:00	The Gaslight Anthem at Terminal 5 on 2/28 (SOLD OUT)	1538188733098566	gaslight anthem sold out gaslight anthem bit ly who gaslight anthem sat february where st new york ny
443	2013-03-12	2013-03-12 19:30:00	Dropkick Murphys at Terminal 5	465907400233086	dropkick murphy dropkick murphy
444	2014-05-06	2014-05-06 19:00:00	Foals / Cage the Elephant at Terminal 5 on 5/06	1436890976546692	foal cage elephant foal cage elephant roddy walston business tbp im tbp im who foal cage elephant tue may where ave
445	2015-01-29	2015-01-29 19:00:00	Marilyn Manson at Terminal 5 on 1/29 (moved from 1/26)	808830365855794	marilyn manson moved from marilyn manson moved from bit ly who marilyn manson truth thu january where st new york ny
446	2017-10-28	2017-10-28 15:00:00	Louis The Child: Last To Leave Tour at Terminal 5	149569672289237	louis child last to leave tour louis child this is our biggest tour to date we have so many surprise in for you can to see everyone road artist presale start tuesday august 10am local time general sale friday august 10am local time
447	2014-09-27	2014-09-27 19:00:00	Kasabian at Terminal 5	1492603774286702	kasabian kasabian tbp im who kasabian sat september where st
448	2016-03-04	2016-03-04 20:00:00	DVBBS	1686419474938514	dvbbs dvbbs
449	2016-03-19	2016-03-19 19:00:00	Dr. Dog	660791774062541	dr dog dr dog
450	2012-08-25	2012-08-25 19:30:00	The Brian Jonestown Massacre at Webster Hall	832984326772310	brian jonestown massacre webster hall brian jonestown massacre webster hall
451	2016-02-12	2016-02-12 20:00:00	Eric Prydz Presents EPIC 4.0	1484963638477508	eric prydz present epic eric prydz present epic
452	2014-10-18	2014-10-18 19:00:00	Citizen Cope at Terminal 5 on 10/18	340399446111749	citizen cope clarence greenwood recording 10th anniversary tour citizen cope this is bit ly who citizen cope sat october where st ave
453	2014-06-17	2014-06-17 19:00:00	Tisto at Terminal 5	311520252333529	tisto tisto pop matthew danny bit ly who tisto tue june where st ave
454	2014-11-04	2014-11-04 20:00:00	Mac DeMarco at Terminal 5	1432875023662670	mac demarco mac demarco bit ly who mac demarco tues nov where st ave
455	2014-10-23	2014-10-23 19:00:00	RAC at Terminal 5	269794269879241	rac rac this is bit ly who rac thursday october where st ave
456	2013-11-05	2013-11-05 18:30:00	The Head and the Heart at Terminal 5	476272735803613	head heart head heart down stay down life tbp im tbp im who head heart tue november where st ave
457	2014-05-10	2014-05-10 19:00:00	Haim at Terminal 5 on 5/10	1455101698061328	haim haim girl tbp im who haim sat may where st ave
458	2011-09-26	2011-09-26 19:00:00	Stephen Malkmus & the Jicks @ Terminal 5	854172341321544	stephen malkmus jicks stephen malkmus jicks come live monday september 26th to nyc will open general admission day for visit wwwterminal5nyccom also be to visit com for free download first two song from new album bit ly tiger bit ly
459	2016-04-08	2016-04-08 19:00:00	Andrew Bird	871934322875683	andrew bird andrew bird
460	2014-11-25	2014-11-25 19:00:00	Interpol at Terminal 5 11/25	1478724139082154	interpol interpol bit ly who interpol tues november where st new york ny
461	2012-12-15	2012-12-15 21:00:00	Matisyahu at Terminal 5	853451324689995	matisyahu ticketf ly r82ysl matisyahu update danny band to open for matisyahu
462	2016-10-14	2016-10-14 20:00:00	M83 live at Terminal 5, New York NY	1727535520847965	m83 live new york ny m83 new album junk is out now m83 it buyjunkfa available now m83 it newyorkoct1415fa
463	2013-04-13	2013-04-13 20:00:00	Galactic, Toots &amp; the Maytals at Terminal 5	435705123258178	galactic toot maytals ticketf ly galactic toot maytals with special guest hall band 7pm 8pm are still sale advance see there
464	2014-11-14	2014-11-14 19:00:00	Lake Street Dive at Terminal 5 on 11/14	552849588176802	lake street dive lake street dive bit ly bit ly who lake street dive fri november where st ave
465	2012-10-15	2012-10-15 20:00:00	Silversun Pickups at Terminal 5	775916579170895	silversun pickup silversun pickup
466	2015-12-18	2015-12-18 19:00:00	Foals	169516996732636	foal foal
467	2017-09-23	2017-09-23 19:00:00	WizKid	1655412814501016	wizkid wizkid saturday september 00pm tix sale friday august noon
468	2013-10-27	2013-10-27 19:00:00	The Black Crowes at Terminal 5	121656338009519	black crowes black crowes dr john tbp im tbp im who black crowes sunday october 27th 7pm 8pm where st ave
469	2015-05-14	2015-05-14 19:00:00	Matt & Kim at Terminal 5 on 5/14 (SOLD OUT)	331175397083263	matt kim sold out matt kim bit ly who matt kim thu may where st new york ny
470	2011-10-14	2011-10-14 19:00:00	Little Dragon @ T5	822539684506659	little dragon t5 little dragon is playing live friday oct 14th opening will be love dj set so there early general admission day for visit wwwterminal5nyccom
471	2017-04-03	2017-04-03 19:00:00	Pretenders	380681892290142	pretender pretender monday april 00pm sale friday 12pm
472	2016-04-04	2016-04-04 20:00:00	Logic	753255754778704	logic logic
473	2012-10-19	2012-10-19 21:00:00	The Presets at Terminal 5	652067598256694	presets presets
474	2013-10-29	2013-10-29 19:00:00	The Black Crowes at Terminal 5	517659284988398	black crowes black crowes tbp im tbp im who black crowes tuesday october 29th 7pm 8pm where st ave
475	2014-09-30	2014-09-30 19:00:00	BANKS at Terminal 5	892679240749167	bank tour bank bit ly who bank tue september where 11th avenue
476	2013-02-01	2013-02-01 20:00:00	The Lumineers at Terminal 5	818265004916624	lumineers ticketf ly lumineers friday saturday february 8pm st eleventh avenue are sale friday december 7th noon advance day
477	2015-02-26	2015-02-26 19:00:00	Sleater-Kinney at Terminal 5 on 2/26 (SOLD OUT)	346653488846618	sleaterkinney sold out sleaterkinney bit ly who sleaterkinney thur february where st new york ny
478	2012-02-12	2012-02-12 21:00:00	Guns N' Roses @ Terminal 5	758986784198485	gun rose gun rose plan new york with first ever performance gun rose live sunday february 12th sale wed noon limit for visit wwwbowerypresentscom
479	2017-06-06	2017-06-06 19:00:00	Portugal. The Man	404360443240434	portugal man portugal man tuesday june 00pm sale friday january 00am
480	2012-12-04	2012-12-04 20:00:00	Animal Collective at Terminal 5	723234384461804	animal collective animal collective with
481	2012-11-10	2012-11-10 21:00:00	The Tragically Hip at Terminal 5	805906226125367	tragically hip tragically hip saturday november 10th are sale friday september 21st noon advance day can be purchased online wwwticketmastercomby calling mercury lounge box office houston st between ludlow essex sts mondaysaturday noon to or music hall williamsburg box office 6th st between kent wythe saturday am to time are subject to change price subject to service fee
482	2013-04-05	2013-04-05 20:00:00	The Black Crowes at Terminal 5	844976495582378	black crowes ticketf ly an evening with black crowes black crowes will return to road in with their down with world tour first includes two night in nyc street eleventh avenue friday saturday april sold out see you friday
483	2014-09-23	2014-09-23 19:00:00	Lily Allen at Terminal 5 on 9/23	1409901739289795	lily allen lily allen tbp im who lily allen tue september 00pm 00pm where st
484	2011-12-05	2011-12-05 20:00:00	Wiz Khalifa & Snoop Dogg @ Terminal 5	705539466222943	wiz khalifa snoop dogg wiz khalifa snoop dogg performing live monday december 5th sold out for visit wwwterminal5nyccom
485	2013-09-21	2013-09-21 19:00:00	Stereophonics at Terminal 5	470896012994460	stereophonics stereophonics coming off release their 8th studio album stereophonics is ready to world what theyve been working come watch a they perform old new everything buy tbp im 13qwf1t who stereophonics saturday september 21st 7pm 8pm where st ave tbp im tbp im 13qwf1t
486	2013-05-29	2013-05-29 20:00:00	Fall Out Boy at Terminal 5	477835082365935	fall out boy ticketf ly fall out boy with new they re back instantly sold out instantly are start this is an for those you who were to see you guy there for those still to buy be
487	2015-04-24	2015-04-24 20:00:00	The Chainsmokers at Terminal 5 on 4/24	344431232420150	chainsmokers chainsmokers grandtheft bebe rexha this is over governmentissued id required bit ly who chainsmokers grandtheft bebe rexha wed february where st new york ny
488	2014-08-27	2014-08-27 18:30:00	Chevelle at Terminal 5	500373596774564	chevelle chevelle this is bit ly bit ly who chevelle wed august where st ave
489	2015-05-15	2015-05-15 19:00:00	Matt and Kim at Terminal 5 on 5/15 (SOLD OUT)	386159571585475	matt kim sold out matt kim bit ly who matt kim thu may where st new york ny
490	2017-08-13	2017-08-13 19:00:00	Khalid - 2nd Show Added!	302591006847523	khalid 2nd added khalid sun august sold out mon august just added
491	2014-12-18	2014-12-18 18:30:00	Opeth and In Flames  at Terminal 5 on 12/18	903521289677316	opeth in flame tour opeth in flame red fang bit ly bit ly who opeth in flame official thurs december where st ave
492	2012-11-01	2012-11-01 20:00:00	Squarepusher at Terminal 5	648799491931073	squarepusher squarepusher
493	2016-03-11	2016-03-11 20:00:00	Big Gigantic	1500285913612732	big gigantic big gigantic
494	2013-09-26	2013-09-26 18:00:00	Okkervil River and Black Joe Lewis & The Honeybears at Terminal 5 on 9/26	330310693781786	okkervil river black joe lewis honeybears okkervil river black joe lewis honeybears 7pm this is available here tbp im
495	2012-03-22	2012-03-22 19:00:00	Kasabian @ Terminal 5	680995952005342	kasabian kasabian is coming live to hacienda thursday march 22nd sale fri noon advance day for visit wwwterminal5nyccom
496	2016-05-13	2016-05-13 19:00:00	X Ambassadors - The VHS Tour 2.0	449051055289714	ambassador vhs tour ambassador vhs tour
497	2016-01-22	2016-01-22 19:00:00	Keys N Krates // Metro Boomin: Midnite Mass Tour	903134753094176	key krates midnite mass tour key krates midnite mass
498	2014-11-16	2014-11-16 20:00:00	Atmosphere at Terminal 5	346807468808261	atmosphere atmosphere dj bit ly who atmosphere sun november where ave
499	2016-03-12	2016-03-12 20:00:00	Big Gigantic	1092586424118939	big gigantic big gigantic
500	2012-03-28	2012-03-28 18:30:00	The Joy Formidable @ Terminal 5	915937301791593	joy formidable joy formidable special guest place to stranger live march 28th sale fri january 13th noon wwwterminal5nyccom
501	2013-02-11	2013-02-11 20:00:00	Ben Howard at Terminal 5	467739353385218	ben howard ticketf ly 116lmgw ben howard
502	2013-12-20	2013-12-20 20:00:00	Dillon Francis at Terminal 5	247528942076853	dillon francis dillon francis cashmere cat anamanaguchi tbp im tbp im who dillon francis fri december where st ave
503	2017-05-22	2017-05-22 18:00:00	Coheed and Cambria	162683047581402	coheed cambria coheed cambria neverender gaibsiv thank you man mon may sale friday 10am this is adv do
504	2014-10-10	2014-10-10 19:00:00	Within Temptation at Terminal 5	1487790191451506	within temptation within temptation tbp im who within temptation fri october where st
505	2011-10-20	2011-10-20 19:00:00	Portugal. The Man @ Terminal 5	852991851444604	portugal man don miss portugal man live with cross thursday oct 20th general admission day for visit wwwterminal5nyccom
506	2016-09-11	2016-09-11 19:00:00	Schoolboy Q: Blank Face Tour	564080930445075	face tour with joey bada da
507	2012-02-11	2012-02-11 20:00:00	The Kills @ Terminal 5	921880211209728	kill kill hunter live saturday february 11th sale fri noon advance day for visit wwwterminal5nyccom
508	2014-10-03	2014-10-03 20:00:00	La Roux at Terminal 5	324294324392399	la roux la roux bit ly who la roux fri oct where st ave
